崔从权,男,52,002140,董事
彭干泉,男,46,002139,董事
施红阳,男,53,002138,董事
乔昕,男,55,002137,董事
张平,男,72,002160,"董事长,董事"
卢胜,男,49,002159,"董事长,董事"
王伟,男,45,002160,董事
郑文舫,男,50,002159,"副董事长,董事"
王皓,男,30,002199,"董事长,董事"
余昱暄,男,59,002158,"董事长,董事"
陈泳洪,男,63,002198,"董事长,董事"
曾胜强,男,55,002197,"董事长,董事"
张敏,男,57,002196,"董事长,董事"
陈于冰,男,41,002195,"董事长,董事"
周宏斌,男,42,002199,董事
曾文章,男,59,002158,"副董事长,董事"
黄利兵,男,54,002198,董事
许忠慈,男,61,002197,董事
邱俊祺,男,38,002195,董事
孙彭生,男,60,002262,"董事长,董事"
吴培生,男,71,002224,"董事长,董事"
吴光明,男,56,002223,"董事长,董事"
付卿,男,57,002262,董事
吴琼瑛,女,46,002224,董事
吴群,男,30,002223,"副董事长,董事"
张忠革,男,54,002261,"董事长,董事"
简伟文,男,56,002260,名誉董事长
江昌政,男,64,002259,"董事长,董事"
尹英遂,男,48,002258,"董事长,董事"
陈永弟,男,54,002256,"董事长,董事"
刘彦,男,58,002261,"副董事长,董事"
张之珩,男,37,002260,"董事长,董事"
江山,男,38,002259,"副董事长,董事"
徐士辉,男,59,002258,"副董事长,董事"
金红英,女,46,002256,董事
沈锦华,男,51,002315,"董事长,董事"
艾萍,女,39,002290,"董事长,董事"
田俊彦,男,57,002314,"董事长,董事"
刘平,男,55,002313,"董事长,董事"
补建,男,54,002312,"董事长,董事"
张旸,男,39,002289,"董事长,董事"
张珍义,男,60,002303,"董事长,董事"
薛华,男,48,002311,"董事长,董事"
黄良发,男,45,002315,董事
梁旭,男,55,002290,董事
张建国,男,54,002314,"副董事长,董事"
季翔,男,45,002313,董事
朱江,男,35,002312,独立董事
林萌,男,52,002289,董事
黄琳,女,49,002303,董事
许英灼,男,50,002311,董事
贾平,男,54,002338,"董事长,董事"
陈绪运,男,44,002338,"副董事长,董事"
张晓辰,男,30,002337,"董事长,董事"
何金明,男,66,002336,"董事长,董事"
李亿中,男,50,002357,"董事长,董事"
王磊,男,39,002356,"董事长,董事"
高赫男,男,37,002355,"董事长,董事"
朱晔,男,41,002354,"董事长,董事"
孙伟杰,男,55,002353,"董事长,董事"
史航,男,50,002337,董事
蔡慧明,男,53,002336,"副董事长,董事"
蔡亮发,男,49,002357,"副董事长,董事"
于阳,男,50,002356,董事
邹志强,男,55,002355,"副董事长,董事"
李春,男,38,002354,董事
王坤晓,男,49,002353,"副董事长,董事"
周世平,男,50,002417,"董事长,董事"
黄文辉,男,55,002416,"董事长,董事"
黄立,男,55,002414,"董事长,董事"
戴斌,男,56,002413,"董事长,董事"
刘令安,男,58,002412,"董事长,董事"
谷晓嘉,女,47,002411,"董事长,董事"
刁志中,男,55,002410,"董事长,董事"
陈开颜,男,46,002417,董事
周友盟,女,55,002416,"副董事长,董事"
张燕,女,37,002414,董事
刘升,男,55,002413,"副董事长,董事"
刘正清,男,54,002412,"副董事长,董事"
香兴福,男,54,002411,"副董事长,董事"
袁正刚,男,45,002410,董事
陈宗年,男,53,002415,"董事长,董事"
龚虹嘉,男,53,002415,"副董事长,董事"
李小龙,男,53,002467,"董事长,董事"
蒋卫平,男,63,002466,"董事长,董事"
杨海洲,男,56,002465,"董事长,董事"
郑玉芝,女,64,002464,"董事长,董事"
吴礼淦,男,77,002463,"董事长,董事"
续文利,男,52,002462,"董事长,董事"
王志斌,男,53,002461,"代董事长,副董事长,董事"
芦兵,男,53,002467,董事
吴薇,女,44,002466,董事
余青松,男,43,002465,董事
汪涛,男,45,002464,董事
陈梅芳,女,72,002463,"副董事长,董事"
许帅,男,46,002462,董事
王仁荣,男,51,002461,董事
李良彬,男,51,002460,"董事长,董事"
王晓申,男,50,002460,"副董事长,董事"
赵华涛,男,37,002526,"董事长,董事"
周永麟,男,52,002524,"董事长,董事"
肖建平,男,57,002523,"董事长,董事"
陈健,男,38,002522,"董事长,董事"
李学峰,男,69,002521,"董事长,董事"
吴捷,男,51,002520,"董事长,董事"
吴建明,男,58,002519,"董事长,董事"
张勇,男,44,002526,"副董事长,董事"
王勇,男,48,002524,董事
邓乐安,男,51,002523,董事
董卫平,男,55,002522,董事
李安东,男,46,002521,"副董事长,董事"
王本善,男,56,002520,董事
张红,男,51,002519,"副董事长,董事"
钱志达,男,51,002562,"董事长,董事"
钱志明,男,48,002562,"副董事长,董事"
王苗通,男,61,002602,"董事长,董事"
许刚,男,55,002601,"董事长,董事"
曾芳勤,女,53,002600,"董事长,董事"
贾春琳,男,45,002599,"董事长,董事"
方润刚,男,62,002598,"董事长,董事"
杨迎春,男,54,002597,"董事长,董事"
王一锋,男,34,002602,"副董事长,董事"
谭瑞清,男,52,002601,"副董事长,董事"
陈国狮,男,40,002600,"副董事长,董事"
栗延秋,女,49,002599,"副董事长,董事"
方树鹏,男,35,002598,"副董事长,董事"
杨乐,男,29,002597,"副董事长,董事"
陈永洪,男,52,002638,"董事长,董事"
贾茜,女,35,002638,董事
李璟瑜,男,54,002662,"董事长,董事"
陈克明,男,66,002661,"董事长,董事"
顾永德,男,53,002660,"董事长,董事"
徐广宇,男,53,002659,"董事长,董事"
敖小强,男,54,002658,"董事长,董事"
朱烨东,男,50,002657,"董事长,董事"
汉斯·皮特·克鲁夫特,男,69,002662,"副董事长,董事"
陈克忠,男,60,002661,"副董事长,董事"
肖明,女,42,002660,董事
石瑜,女,37,002659,董事
司乃德,男,60,002658,董事
沈飒,女,45,002657,"副董事长,董事"
池方燃,男,54,002687,"董事长,董事"
李富华,男,56,002687,"副董事长,董事"
纪鹏斌,男,43,002726,"董事长,董事"
林仙明,男,63,002725,"董事长,董事"
周明杰,男,61,002724,"董事长,董事"
陈开元,男,46,002723,"董事长,董事"
陆挺,男,56,002722,"董事长,董事"
李勇,男,48,002719,"董事长,董事"
时沈祥,男,55,002718,"董事长,董事"
赵方胜,男,51,002726,"副董事长,董事"
林斌,男,32,002725,董事
杨志杰,男,50,002724,董事
蒋光勇,男,47,002723,"副董事长,董事"
邱九辉,男,49,002722,董事
李刚,男,44,002719,董事
王吴良,男,52,002718,董事
钱木水,男,56,002758,"董事长,董事"
倪赤杭,男,45,002758,董事
郑康豪,男,42,200056,"董事长,董事"
熊建明,男,61,200055,"董事长,职工董事"
田俊彦,男,57,200053,"董事长,董事"
朱军,男,55,200045,"董事长,董事"
李新威,男,53,200037,"董事长,董事"
张丕杰,男,57,200030,"董事长,董事"
汪军民,男,54,200056,独立董事
林克槟,男,41,200055,董事
朱梅柱,男,54,200045,董事
李洪生,男,55,200037,"副董事长,董事"
张志新,男,50,200030,"副董事长,董事"
任红军,男,51,300007,"董事长,董事"
吕红献,男,49,200054,"董事长,董事"
张潇君,男,53,300007,董事
范爱军,男,47,200054,董事
邓冠华,男,52,300030,"董事长,董事"
孙利,女,45,300029,"董事长,董事"
周洪伶,女,43,300028,"董事长,董事"
王忠军,男,58,300027,"董事长,董事"
季晓蓉,女,45,300025,"董事长,董事"
蒋广成,男,50,300030,董事
王思远,男,27,300029,董事
袁春峰,男,40,300028,董事
王忠磊,男,48,300027,"副董事长,董事"
陈劲光,男,47,300025,董事
王天然,男,75,300024,名誉董事长
赵敏,男,61,300023,"董事长,董事"
申万秋,男,48,300065,"董事长,董事"
于海斌,男,54,300024,"董事长,董事"
邢连鲜,女,60,300023,董事
仓梓剑,男,45,300065,董事
张曦,男,50,300096,"董事长,董事"
聂景华,男,65,300095,"董事长,董事"
李忠,男,50,300094,"董事长,董事"
林文卿,女,55,300093,"代董事长,董事"
林祯华,男,52,300092,"董事长,董事"
季伟,男,54,300091,"董事长,董事"
黄文灿,男,48,300096,"副董事长,董事"
曹明生,男,39,300095,董事
陈汉,男,51,300094,董事
罗嘉贤,女,33,300093,董事
周天文,男,54,300092,董事
季维东,男,47,300091,"副董事长,董事"
王文博,男,35,300121,"董事长,董事"
董树林,男,64,300120,"董事长,董事"
贺玉广,男,51,300121,董事
张国祥,男,59,300120,"副董事长,董事"
李安平,男,56,300158,"董事长,董事"
吴道洪,男,52,300156,"董事长,董事"
张波,男,55,300155,"董事长,董事"
邱光,男,55,300154,"董事长,董事"
廖定海,男,55,300177,"董事长,董事"
董迷柱,男,60,300158,"副董事长,董事"
钱学杰,男,52,300156,"副董事长,董事"
张频,男,52,300155,"副董事长,董事"
潘文,男,40,300154,董事
欧阳业恒,男,48,300177,董事
李莉,女,47,300195,"董事长,董事"
汪天祥,男,62,300194,"董事长,董事"
蔡连成,男,65,300195,董事
蒋晨,男,45,300194,董事
潘恺,男,35,300225,"董事长,董事"
秘波海,男,64,300224,"董事长,董事"
刘强,男,49,300223,"董事长,董事"
黄明松,男,47,300222,"董事长,董事"
谭颂斌,男,47,300221,"董事长,董事"
梁萍,女,58,300220,"董事长,董事"
田保国,男,48,300225,董事
曲祝利,男,64,300224,"副董事长,董事"
张紧,男,56,300223,董事
陈键,男,52,300222,"副董事长,董事"
周娟,女,45,300221,"副董事长,董事"
李俊,男,61,300220,董事
章文藻,男,61,300277,"董事长,董事"
马镇鑫,男,67,300281,"董事长,董事"
姚小欣,男,39,300280,"董事长,董事"
李水波,男,62,300260,"董事长,董事"
费战波,男,52,300259,"董事长,董事"
徐宏斌,男,48,300279,"代董事长,董事"
陈泽,男,42,300278,"董事长,董事"
朱汉平,男,55,300276,"董事长,董事"
韦岗,男,55,300277,董事
孙伟龙,男,50,300281,"副董事长,董事"
鲍蕾,女,38,300280,董事
李鸿庆,男,45,300260,董事
费占军,男,50,300259,董事
顾群,男,48,300279,董事
胡东群,男,52,300278,董事
张蓉,女,47,300276,董事
潘建根,男,53,300306,"董事长,董事"
邹建军,男,53,300306,"副董事长,董事"
王建新,男,63,300305,"董事长,董事"
李文燕,男,57,300319,"董事长,董事"
卢信群,男,52,300318,"董事长,董事"
丁孔贤,男,72,300317,"董事长,董事"
曹建伟,男,40,300316,"董事长,董事"
刘惠城,男,41,300315,"董事长,董事"
陈再宏,男,49,300314,"董事长,董事"
刘守忠,男,58,300305,"副董事长,董事"
张美蓉,女,54,300319,董事
翟晓枫,男,48,300318,"副董事长,董事"
李雳,男,41,300317,"副董事长,董事"
何俊,男,49,300316,董事
姚文哲,男,45,300315,"副董事长,董事"
陈再慰,男,47,300314,"副董事长,董事"
王召明,男,49,300355,"董事长,董事"
徐永丽,女,49,300355,"副董事长,董事"
许成德,男,50,300372,"董事长,董事"
张力新,男,63,300371,"董事长,董事"
俞凌,男,52,300370,"董事长,董事"
沈继业,男,51,300369,"董事长,董事"
孙景涛,男,53,300368,"董事长,董事"
刘光,男,47,300367,"董事长,董事"
陆文斌,男,54,300366,"董事长,董事"
刘桂文,女,47,300372,董事
董建国,男,55,300371,董事
宋卫红,男,58,300370,"副董事长,董事"
叶晓虎,男,44,300369,董事
杜彦晖,男,34,300368,董事
赵永军,男,46,300367,董事
王晓伟,男,58,300366,"副董事长,董事"
宋勇,男,55,300396,"董事长,董事"
宋洁,女,47,300396,"副董事长,董事"
倪明亮,男,54,300425,"董事长,董事"
卜范胜,男,65,300424,"董事长,董事"
纪法清,男,57,300423,"董事长,董事"
王双飞,男,55,300422,"董事长,董事"
施祥贵,男,72,300421,"董事长,董事"
侯友夫,男,58,300420,"董事长,董事"
孙成文,男,54,300419,"董事长,董事"
文世平,男,56,300425,董事
胡琨,男,41,300424,董事
柳云鹏,男,45,300423,"副董事长,董事"
杨崎峰,男,43,300422,"副董事长,董事"
张邦友,男,57,300421,董事
孙晋明,男,56,300420,董事
李继宏,男,53,300419,董事
杨云春,男,49,300456,"董事长,董事"
张云鹏,男,54,300456,董事
周东,男,46,300731,"董事长,董事"
费耀平,男,59,300730,"董事长,董事"
项乐宏,男,47,300729,"董事长,董事"
叶剑平,男,47,300727,"董事长,董事"
钟若农,女,56,300726,"董事长,董事"
李捍雄,男,44,300723,"董事长,董事"
杨民民,男,46,300725,"董事长,董事"
张淑香,女,53,300731,"副董事长,董事"
李杰,男,54,300730,董事
朱伟,男,47,300729,董事
柴寅初,男,53,300727,董事
曾继疆,男,56,300726,董事
杨冬玲,女,51,300723,董事
董海军,男,54,300725,董事
郭志先,女,66,600076,"董事长,董事"
宋晓玲,女,48,600075,"董事长,董事"
鹿鹏,男,42,600074,"董事长,董事"
赵林中,男,65,600070,"董事长,董事"
李洁,男,37,600076,"副董事长,董事"
张立,男,44,600075,董事
周皓琳,男,48,600074,董事
江有归,男,43,600070,"副董事长,董事"
吴通红,男,44,600073,"董事长,董事"
周辉,男,55,600072,"董事长,董事"
顾琦,男,41,600069,"董事长,董事"
戴厚良,男,54,600028,"董事长,董事"
王国祥,男,56,600073,董事
王军,男,47,600072,董事
孟灵魁,男,39,600069,董事
凌逸群,男,55,600028,董事
莫林弟,男,55,600105,"董事长,董事"
郭矿生,男,58,600121,"董事长,董事"
蓝翔,男,46,600120,"董事长,董事"
郭海荣,男,53,600117,"董事长,董事"
叶建桥,男,47,600116,"董事长,董事"
居亮,男,58,600119,"董事长,董事"
朱其珍,女,55,600105,"副董事长,董事"
李崇,男,54,600121,"副董事长,董事"
金朝萍,女,43,600120,"副董事长,董事"
黄斌,男,46,600117,董事
陈丽娟,女,56,600116,董事
奚政,女,57,600119,"副董事长,董事"
张洪太,男,53,600118,"董事长,董事"
翁荣弟,男,50,600137,"董事长,董事"
葛玉君,男,52,600118,董事
翁晓锋,男,36,600137,"副董事长,董事"
闻掌华,男,54,600175,"董事长,董事"
陈嫣妮,女,36,600173,"董事长,董事"
乔秋生,男,53,600172,"董事长,董事"
宋卫东,男,51,600191,"董事长,董事"
翟金水,男,67,600193,"董事长,董事"
杨林,男,57,600192,"董事长,董事"
翁永堂,男,41,600175,"副董事长,董事"
王希全,男,44,600173,董事
刘建设,男,51,600172,董事
张世潮,男,54,600191,"副董事长,董事"
阙江阳,男,44,600193,"副董事长,董事"
张希泰,男,56,600192,"副董事长,董事"
董浩然,男,53,600171,"董事长,董事"
高松,男,53,600209,"董事长,董事"
马玉川,男,53,600171,董事
余前,男,54,600209,董事
傅国定,男,73,600232,"董事长,董事"
文广,男,45,600231,"董事长,董事"
孟鸣飞,男,61,600229,"董事长,董事"
姬连强,男,37,600228,"董事长,董事"
丁林洪,男,53,600227,"董事长,董事"
陈伟义,男,47,600232,"副董事长,董事"
马育民,男,53,600231,董事
贾庆鹏,男,53,600229,"副董事长,董事"
卢岐,男,38,600228,董事
周俊生,男,56,600227,"副董事长,董事"
谢华生,男,54,600230,"董事长,董事"
王强,男,60,600272,"董事长,董事"
钱友京,男,58,600230,"副董事长,董事"
张翔华,男,59,600272,"副董事长,董事"
张东方,女,56,600315,"董事长,董事"
廖增太,男,55,600309,"董事长,董事"
施亮,男,50,600358,"董事长,董事"
刘永,男,50,600311,"董事长,董事"
秦敏,男,49,600310,"董事长,董事"
刘东,男,54,600315,董事
寇光武,男,52,600309,董事
施代成,男,53,600358,"副董事长,董事"
辛永清,男,42,600311,董事
曹晓阳,男,58,600310,董事
陈章瑞,男,55,600313,"董事长,董事"
成卫,男,53,600312,"董事长,董事"
李怡平,男,63,600357,"董事长,董事"
臧亚利,女,46,600313,"副董事长,董事"
庞庆平,男,54,600312,董事
牟文恒,男,56,600357,"副董事长,董事"
刘让,男,54,600419,"董事长,董事"
易国晶,男,56,600395,"董事长,董事"
杨树坪,男,60,600393,"董事长,董事"
胡刚,男,50,600419,董事
朱家道,男,48,600395,"副董事长,董事"
杨树葵,男,56,600393,"副董事长,董事"
于学东,男,50,600396,"董事长,董事"
杨育武,男,57,600391,"代董事长,董事"
任珠峰,男,48,600390,"董事长,董事"
安进,男,61,600418,"董事长,董事"
王若冰,男,48,600432,"董事长,董事"
李延群,男,54,600396,董事
熊奕,男,42,600391,董事
杜维吾,男,53,600390,董事
项兴初,男,48,600418,董事
马忠全,男,53,600432,董事
缪文彬,男,40,600481,"董事长,董事"
江端预,男,56,600479,"董事长,董事"
钟发平,男,52,600478,"董事长,董事"
赵延成,男,53,600480,"董事长,董事"
单银木,男,58,600477,"董事长,董事"
缪志强,男,51,600481,"副董事长,董事"
蹇顺,男,47,600479,董事
张聚东,男,49,600478,"副董事长,董事"
牟月辉,男,39,600480,董事
杨光,男,59,600516,"董事长,董事"
张振勇,男,56,600477,董事
葛黎明,男,55,600561,"董事长,董事"
党锡江,男,54,600516,董事
吴隼,男,51,600561,董事
高登榜,男,57,600585,"董事长,执行董事"
宋云翔,男,52,600517,"董事长,董事"
王新潮,男,62,600584,"董事长,董事"
鲁国庆,男,56,600498,"董事长,董事"
胡宇,男,46,600560,"董事长,董事"
王建超,男,54,600585,"副董事长,执行董事"
汪龙生,男,66,600517,"副董事长,董事"
张文义,男,72,600584,"副董事长,董事"
吕卫平,男,56,600498,"副董事长,董事"
杨光浩,男,46,600560,董事
崔红松,男,49,600595,"董事长,董事"
窦啟玲,女,58,600594,"董事长,董事"
郑树昌,男,52,600605,"董事长,董事"
罗岚,女,52,600604,"董事长,董事"
金晓剑,男,59,600583,"董事长,董事"
蔡小庆,男,54,600621,"董事长,董事"
张松江,男,54,600595,董事
郎洪平,男,53,600594,董事
米展成,男,53,600605,董事
张羽祥,男,56,600604,董事
林瑶生,男,57,600583,董事
叶茂菁,男,47,600620,"董事长,董事"
董鑑华,男,53,600619,"董事长,董事"
俞洋,男,48,600621,董事
景卫平,男,60,600620,"副董事长,董事"
毛一忠,男,56,600619,"副董事长,董事"
张佟,男,41,600696,"董事长,董事"
冯经明,男,59,600675,"董事长,董事"
刘国强,男,61,600674,"董事长,董事"
张寓帅,男,31,600673,"董事长,董事"
赵非凡,男,35,600671,"董事长,董事"
韩啸,男,29,600696,董事
是飞舟,男,50,600675,"副董事长,董事"
刘体斌,男,55,600674,"副董事长,董事"
张红伟,男,46,600673,董事
宫平强,男,36,600671,"副董事长,董事"
俞乃奋,女,53,600695,荣誉董事长
黄金刚,男,53,600651,"董事长,董事"
李安民,男,49,600640,"董事长,董事"
龙炼,男,42,600695,"董事长,董事"
庄申安,男,54,600651,董事
陈之超,男,47,600640,董事
周茂非,男,54,600715,"董事长,董事"
何长海,男,53,600722,"董事长,董事"
陈虹,男,57,600741,"董事长,董事"
周先田,男,53,600725,"董事长,董事"
庄立峰,男,48,600724,"董事长,董事"
李源光,男,49,600723,"董事长,董事"
王森,男,44,600715,"副董事长,董事"
王万强,男,41,600722,"副董事长,董事"
陈志鑫,男,59,600741,"副董事长,董事"
凡剑,男,53,600725,董事
马林霞,女,47,600724,董事
张跃进,男,57,600723,董事
张丕杰,男,57,600742,"董事长,董事"
董凤亮,男,46,600726,"董事长,董事"
王玉明,男,61,600742,"副董事长,董事"
陶云鹏,男,48,600726,"副董事长,董事"
董耀军,男,49,600769,"董事长,董事"
昝圣达,男,55,600770,"董事长,董事"
陈炜,男,46,600768,"董事长,董事"
海乐,女,44,600767,"董事长,董事"
彭欣,男,46,600789,"董事长,董事"
尹征,男,64,600769,"副董事长,董事"
邢光新,男,52,600770,董事
宋汉心,男,63,600768,董事
姬苏春,男,56,600765,"董事长,董事"
徐慧涛,男,41,600767,董事
颜骏廷,男,55,600789,董事
赵勇,男,55,600839,"董事长,董事"
刘实,男,54,600788,"董事长,董事"
李雁北,男,52,600765,董事
李进,男,51,600839,"副董事长,董事"
许骍,男,48,600838,"董事长,董事"
王仲会,男,55,600788,"副董事长,董事"
韩铁林,男,60,600787,"董事长,董事"
费屹立,男,45,600836,"董事长,董事"
陈嘉明,男,56,600835,"董事长,董事"
周杰,男,51,600837,"董事长,董事"
俞光耀,男,59,600834,"董事长,董事"
戴天,男,45,600838,董事
莫志明,男,54,600787,"副董事长,董事"
沈伟荣,男,59,600836,董事
范秉勋,男,72,600835,"副董事长,董事"
瞿秋平,男,57,600837,董事
顾诚,男,56,600834,"副董事长,董事"
刘玉军,男,52,600874,"董事长,董事"
王爱军,女,46,600873,"董事长,董事"
庄巍,男,52,600884,"董事长,董事"
周镇科,男,43,600892,"董事长,董事"
李亚,男,51,600891,"董事长,董事"
唐福生,男,44,600874,董事
何君,男,44,600873,董事
钱程,男,45,600884,董事
谢建龙,男,31,600892,"副董事长,董事"
李建新,男,43,600891,"副董事长,董事"
张民生,男,50,600893,"董事长,董事"
朱雷,男,45,600890,"董事长,董事"
黄忠民,男,55,600961,"董事长,董事"
袁晓林,男,55,600979,"代董事长,董事"
杨先锋,男,53,600893,"副董事长,董事"
杨松柏,男,48,600890,"副董事长,董事"
刘朗明,男,51,600961,董事
余正军,男,50,600979,董事
张有喜,男,60,601001,"董事长,董事"
宣国宝,男,46,601000,"董事长,董事"
夏晓鸥,男,61,600980,"董事长,董事"
程涛,男,39,601028,"董事长,董事"
王煜,男,48,601021,"董事长,董事"
刘敬,男,52,601001,"副董事长,董事"
米献炜,男,53,601000,"副董事长,董事"
梁殿印,男,58,600980,"副董事长,董事"
陆国民,男,54,601028,董事
张秀智,女,54,601021,"副董事长,董事"
冯光,男,57,601177,"董事长,董事"
刘宝林,男,65,600998,"董事长,董事"
霍达,男,50,600999,"董事长,执行董事"
张东宁,男,58,601169,"董事长,董事"
陈士良,男,55,601233,"董事长,董事"
杨水余,男,47,601177,董事
刘树林,男,61,600998,"副董事长,董事"
王岩,男,52,600999,执行董事
许金祥,男,54,601233,董事
张洪本,男,71,601231,"董事长,董事"
杨卫新,男,57,601339,"董事长,董事"
武勇,男,54,601333,"董事长,董事"
孙青松,男,58,601226,"董事长,董事"
贺江川,男,53,601588,"董事长,执行董事"
魏镇炎,男,64,601231,董事
杨卫国,男,63,601339,"副董事长,董事"
胡酃酃,男,54,601333,董事
霍利,男,54,601226,"副董事长,董事"
马廷义,男,62,601677,"董事长,董事"
李伟东,男,50,601588,执行董事
万峰,男,60,601336,"董事长,执行董事"
曹杰,男,52,601801,"董事长,董事"
化新民,男,53,601677,"副董事长,董事"
黎宗剑,男,57,601336,非执行董事
吴文胜,男,50,601801,"副董事长,董事"
齐美胜,男,50,601808,"董事长,执行董事"
陶安祥,男,60,601890,"董事长,董事"
陈景河,男,61,601899,"董事长,董事"
晏志勇,男,60,601669,"董事长,董事"
曹树杰,男,54,601808,执行董事
陶良凤,女,45,601890,"副董事长,董事"
